statenum,casenum,vnumber,pnumber,atmcond,acctime,dayofweek,holiday,numfatal,speeding,age,alcres,drugres3,sex,vfatcount,commlic,dricondatcrashtime,malcohol,dridistract,drivisobs
17,11,2,5,1,421,1,0,1,0,23,996,0,9,1,0,0,0,0,0
17,77,1,3,1,221,7,0,1,1,23,996,0,2,1,0,9,1,99,0
17,105,1,3,2,249,5,0,1,0,23,996,0,2,1,0,0,0,99,0
17,111,2,1,1,859,3,0,1,0,23,0,0,1,0,0,9,0,99,99
17,117,1,1,1,1533,3,0,2,0,23,0,0,1,1,0,0,0,99,0
17,141,1,1,1,904,5,0,2,0,23,0,0,1,1,0,0,0,0,0
17,146,1,1,1,243,7,0,1,0,23,128,0,1,1,0,99,1,99,99
17,152,1,1,1,2240,5,0,3,0,23,0,0,1,1,0,99,0,99,99
17,163,1,1,1,445,1,0,1,0,23,69,0,2,1,0,99,1,92,99
17,169,1,1,1,513,1,0,2,0,23,0,0,2,2,0,98,0,99,99
17,169,1,2,1,513,1,0,2,0,23,280,0,2,2,0,98,0,99,99
17,171,2,1,1,1750,4,0,1,1,23,996,0,1,0,0,0,0,0,0
17,192,1,1,1,2156,1,0,1,1,23,996,0,1,0,0,8,0,0,0
17,209,1,1,1,707,3,0,1,1,23,0,0,1,1,0,99,0,0,0
17,238,1,1,5,517,4,0,1,1,23,101,0,1,1,0,99,1,99,99
17,264,1,1,1,722,6,0,1,0,23,0,0,1,0,6,0,0,0,0
17,281,1,1,1,1654,6,0,3,0,23,999,0,1,0,6,0,0,99,0
17,340,1,1,10,2252,4,0,1,1,23,997,605,1,1,0,9,0,99,99
17,348,1,1,1,2131,7,0,1,0,23,370,0,1,0,0,9,1,99,0
17,359,1,1,1,2213,1,0,1,1,23,0,0,1,1,0,96,0,99,0
17,361,1,1,1,2259,7,0,1,1,23,147,0,1,0,0,9,1,0,0
17,403,1,1,1,6,6,0,1,1,23,997,0,1,1,0,9,1,0,0
17,410,1,1,99,545,4,0,2,1,23,185,0,1,2,0,9,1,99,99
17,410,1,2,99,545,4,0,2,1,23,34,695,1,2,0,9,1,99,99
17,421,1,1,1,610,7,0,1,0,23,0,0,1,1,0,99,0,99,99
17,484,1,3,1,430,6,0,1,0,23,996,0,2,1,0,99,0,99,0
17,500,1,1,1,2058,4,0,1,0,23,0,0,1,1,0,0,0,0,0
17,518,1,1,1,1315,1,0,1,1,23,996,0,1,1,0,0,0,99,0
17,536,1,2,1,1730,2,0,1,1,23,996,0,1,1,0,0,0,0,0
17,540,1,2,1,2247,2,0,1,0,23,996,0,2,1,0,99,1,99,99
17,548,1,1,1,404,1,0,2,1,23,209,0,1,2,0,99,1,99,99
17,571,1,2,1,1946,5,0,2,1,23,996,0,1,0,0,9,1,0,0
17,573,1,2,1,2232,2,0,1,1,23,996,0,2,0,0,0,0,0,0
17,579,2,1,1,1537,4,0,1,0,23,0,0,1,1,6,0,0,1,0
17,608,1,1,1,356,6,0,1,0,23,0,600,2,1,0,99,0,99,99
17,706,1,1,1,2315,1,0,1,0,23,996,0,1,0,0,0,0,99,0
17,720,1,2,1,1239,7,0,1,0,23,996,0,1,0,0,0,0,0,99
17,726,1,2,1,1315,2,0,1,0,23,0,0,2,1,0,99,0,99,0
17,747,1,1,2,2145,3,0,1,1,23,0,0,1,1,6,99,0,0,0
17,770,1,1,1,1624,3,0,1,0,23,996,0,1,1,0,0,0,0,0
17,810,1,1,1,2209,6,0,1,0,23,0,0,1,1,0,99,0,99,99
17,812,1,2,1,1906,2,0,2,1,23,996,0,2,1,0,9,0,0,0
17,842,2,2,1,126,6,0,1,1,23,996,0,2,1,0,99,1,0,99
17,911,1,5,1,100,5,0,1,1,23,996,0,1,1,0,9,1,0,0
17,918,2,4,1,1710,2,0,1,0,23,996,0,2,0,6,0,0,0,0
17,926,2,7,1,1718,7,0,1,0,23,996,0,2,1,0,99,0,0,99
17,962,1,1,1,2224,5,0,1,0,23,996,0,1,0,0,99,0,0,99
18,24,2,1,1,1855,4,0,1,1,23,0,0,1,0,0,0,0,0,0
18,119,1,1,1,1755,7,0,1,1,23,996,0,1,0,0,0,0,0,0
18,129,1,1,10,1030,4,0,1,0,23,996,0,1,1,0,99,0,0,0
18,171,1,1,10,716,1,0,1,0,23,996,0,1,1,0,0,0,0,0
18,184,1,1,1,610,3,0,1,0,23,997,0,1,0,0,2,0,0,0
18,214,2,1,2,2015,6,0,1,1,23,997,0,1,0,0,0,0,0,0
18,219,1,1,1,1121,6,0,1,0,23,0,605,1,0,0,9,0,0,0
18,229,2,2,10,628,2,0,1,1,23,996,0,1,1,0,99,0,0,0
18,296,1,1,10,2200,7,0,1,0,23,110,0,1,1,0,99,1,1,0
18,342,1,1,2,1330,2,0,1,1,23,0,0,1,0,0,0,0,0,7
18,359,1,1,10,325,6,0,1,0,23,240,0,1,0,0,9,1,0,0
18,378,1,1,2,346,1,0,1,1,23,996,0,2,1,0,99,0,0,0
18,383,1,1,1,1945,1,0,1,0,23,0,0,1,0,0,0,0,0,97
18,397,1,1,1,139,1,0,1,0,23,0,0,1,0,0,0,0,0,0
18,415,2,2,1,1620,2,0,1,0,23,996,0,1,0,0,99,0,0,0
18,474,1,1,1,825,6,0,1,0,23,0,0,2,1,0,99,0,0,0
18,485,1,1,5,330,5,0,1,1,23,170,0,1,1,0,99,1,0,0
18,560,2,1,1,2313,4,0,1,1,23,0,0,1,0,0,0,0,0,0
18,625,1,1,1,1040,5,0,1,0,23,0,300,2,1,0,99,0,0,0
18,630,1,1,1,45,6,0,1,0,23,0,0,2,0,0,0,0,0,0
18,640,1,1,1,957,5,0,2,0,23,10,0,1,2,0,99,1,0,0
18,678,2,1,1,1951,1,0,1,0,23,0,0,1,1,0,0,0,0,0
18,698,2,1,4,1423,7,0,1,0,23,0,0,1,0,6,0,0,0,0
18,708,2,4,1,2143,3,0,1,0,23,996,0,2,1,0,0,0,0,0
18,725,4,1,1,2017,6,0,1,1,23,0,0,1,0,0,0,0,0,0
18,726,2,1,1,2239,3,0,1,1,23,996,0,2,1,0,0,0,0,0
18,726,2,2,1,2239,3,0,1,1,23,996,0,1,1,0,0,0,0,0
18,742,1,1,1,26,5,0,1,1,23,90,0,1,1,0,99,1,0,0
18,742,1,2,1,26,5,0,1,1,23,996,0,2,1,0,99,1,0,0
19,28,1,2,1,422,7,0,1,0,23,996,0,1,1,0,9,1,0,0
19,40,1,1,1,209,1,0,1,0,23,87,0,1,1,0,9,1,0,0
19,44,1,1,1,1759,5,0,1,0,23,231,0,1,1,0,9,1,99,0
19,56,3,1,1,2052,3,0,1,1,23,996,0,1,0,0,0,0,0,0
19,58,1,1,1,1900,3,0,1,0,23,248,0,1,1,0,9,1,99,0
19,94,1,1,1,1852,3,0,1,1,23,38,0,1,1,0,0,1,10,0
19,110,1,1,10,2359,3,0,1,0,23,0,0,1,0,0,99,0,1,99
19,138,2,1,1,1504,7,0,1,0,23,996,0,2,0,0,0,0,0,0
19,141,1,1,1,723,4,0,1,0,23,996,0,2,0,0,1,0,6,1
19,161,1,1,1,2337,7,0,1,0,23,200,0,1,1,0,9,1,99,0
19,168,1,1,1,1842,1,0,1,1,23,0,0,1,1,0,9,1,0,0
19,174,1,1,1,2033,3,0,2,1,23,0,0,1,2,0,99,0,99,0
19,222,3,2,1,1621,1,0,2,1,23,996,0,2,0,0,1,0,0,0
19,267,1,1,2,704,2,0,1,1,23,996,0,1,0,6,99,0,99,99
19,271,1,1,1,1200,4,0,1,0,23,996,0,1,0,6,0,0,3,0
20,27,2,1,1,1033,7,0,1,1,23,996,0,1,0,0,0,0,0,0
20,91,1,1,1,2226,1,0,1,1,23,272,0,1,1,0,"08, 09",1,0,0
20,221,1,2,1,1843,4,0,1,0,23,996,0,1,1,0,0,0,0,0
20,234,1,1,1,1925,4,0,1,1,23,79,0,1,1,0,9,1,0,0
20,249,1,3,1,1424,3,0,2,0,23,996,0,1,2,0,0,0,0,0
20,251,2,2,1,804,6,0,1,0,23,996,0,1,1,0,0,0,0,0
20,257,2,1,2,1337,3,0,1,1,23,999,0,2,1,0,98,0,0,0
20,274,1,2,1,2149,3,0,1,0,23,996,0,1,1,0,9,0,0,0
20,279,2,2,1,1453,7,0,1,1,23,996,0,1,1,0,0,0,0,0
20,280,1,3,1,330,1,0,1,1,23,996,0,2,1,0,9,1,93,0
20,288,1,2,2,1,3,0,1,1,23,996,0,2,1,0,9,1,0,0
21,16,1,1,10,107,6,0,1,0,23,996,0,2,0,0,0,0,93,0
21,36,1,2,4,900,6,0,1,1,23,159,0,1,1,0,99,1,0,0
21,62,1,1,1,2005,6,0,1,0,23,996,0,1,0,0,0,0,0,97
21,103,1,2,1,1118,1,0,1,0,23,996,0,2,1,0,2,0,0,0
21,103,1,3,1,1118,1,0,1,0,23,996,0,1,1,0,2,0,0,0
21,103,1,6,1,1118,1,0,1,0,23,996,0,2,1,0,2,0,0,0
21,108,2,1,1,1601,4,0,1,1,23,0,0,1,1,0,0,0,0,0
21,190,3,1,1,1047,6,0,1,0,23,0,0,2,0,0,0,0,0,0
21,253,1,2,1,2320,3,0,1,0,23,996,0,1,0,0,0,0,0,0
21,267,2,1,1,642,1,0,1,0,23,0,996,1,1,0,0,0,0,0
21,271,1,1,1,1748,3,0,1,1,23,0,0,1,1,0,0,0,0,0
21,279,1,1,10,1005,2,0,1,0,23,94,0,2,1,0,0,1,0,0
21,284,3,1,10,420,1,0,1,0,23,996,0,2,0,0,0,0,0,0
21,358,2,1,10,1532,2,0,1,0,23,996,0,1,0,0,0,0,0,0
21,391,1,1,10,1109,7,0,1,0,23,0,0,1,0,0,0,0,0,0
21,407,1,1,7,1940,4,0,1,0,23,179,0,1,1,0,0,1,93,0
21,408,2,2,1,1547,5,0,1,1,23,996,0,2,0,0,0,0,0,0
21,410,1,2,1,1110,3,0,1,1,23,996,0,1,1,0,0,0,0,0
21,502,1,3,1,138,4,0,1,1,23,996,0,1,1,0,0,0,19,0
21,539,1,2,2,1715,7,0,1,0,23,996,0,1,1,0,2,0,0,0
21,605,2,2,10,301,4,0,1,0,23,996,0,2,0,0,0,0,0,0
21,618,1,1,10,2223,7,0,1,0,23,996,0,2,1,0,0,0,0,0
21,618,1,2,10,2223,7,0,1,0,23,168,0,1,1,0,0,0,0,0
21,649,2,2,1,1717,6,0,4,0,23,996,0,2,4,0,0,0,0,0
21,649,2,3,1,1717,6,0,4,0,23,996,0,2,4,0,0,0,0,0
21,651,1,1,5,2036,2,0,1,0,23,0,0,1,1,0,0,0,0,0
21,652,1,1,1,618,7,0,1,0,23,88,0,1,1,0,9,1,0,0
21,665,1,3,1,2305,6,0,1,1,23,70,0,1,1,0,9,1,0,0
21,674,1,1,10,1833,3,0,1,0,23,996,0,1,1,0,0,0,0,0
22,82,1,1,1,1814,3,0,1,1,23,200,0,1,0,0,9,1,99,0
22,129,1,1,2,1400,7,0,1,1,23,170,0,1,1,0,9,1,99,0
22,130,2,1,10,2008,7,0,1,0,23,0,0,2,0,0,0,0,0,0
22,145,1,1,1,745,2,0,2,1,23,0,0,2,2,0,99,0,99,99
22,160,1,2,1,2007,4,0,1,0,23,996,0,2,0,0,99,0,0,0
22,161,1,1,10,2321,4,0,1,0,23,0,0,1,1,0,9,0,0,0
22,178,1,2,1,134,3,0,1,1,23,996,0,2,0,0,0,0,0,0
22,197,1,2,1,341,6,0,1,0,23,996,0,2,1,0,99,1,99,0
22,286,2,2,1,1130,5,0,1,0,23,996,0,1,0,6,0,0,0,0
22,340,1,1,1,2355,6,0,1,0,23,0,0,1,1,0,99,0,99,0
22,344,2,1,5,435,1,0,1,0,23,0,0,1,0,0,0,0,0,1
22,359,1,1,1,1805,2,0,1,0,23,0,0,2,0,0,0,1,17,0
22,402,2,2,1,151,7,0,1,1,23,996,0,1,1,0,0,0,99,0
22,417,1,1,1,1447,2,0,1,0,23,0,0,2,1,0,0,0,3,0
22,468,1,1,1,1510,4,0,1,0,23,0,0,1,1,0,99,0,0,99
22,485,1,1,1,706,5,0,1,1,23,0,0,2,0,0,0,0,99,5
22,503,2,1,1,50,3,0,1,0,23,0,0,1,0,0,0,0,0,0
22,512,1,2,5,630,4,0,1,0,23,996,0,1,0,0,0,0,0,1
22,513,1,1,1,1005,5,0,1,1,23,0,0,1,1,0,99,0,99,0
22,548,1,2,1,1133,2,0,1,0,23,996,0,1,1,99,9,1,99,0
22,554,1,1,1,1505,5,0,1,0,23,0,0,1,1,99,99,0,99,99
22,563,1,2,10,1840,1,0,1,0,23,996,0,1,1,0,99,0,99,99
22,564,1,1,1,626,3,0,1,0,23,0,0,2,1,0,99,0,0,0
22,633,2,1,10,1933,3,0,1,0,23,0,0,1,0,0,0,0,0,0
22,654,2,2,1,2146,6,0,1,0,23,996,0,2,0,0,9,1,0,0
22,676,1,4,1,224,1,0,2,1,23,996,0,1,2,0,99,0,99,0
23,35,1,3,5,340,7,0,1,1,23,996,0,1,1,0,9,1,99,1
23,35,1,4,5,340,7,0,1,1,23,996,0,2,1,0,9,1,99,1
23,78,1,2,1,2121,6,0,1,0,23,996,0,2,0,0,0,0,0,0
23,124,1,1,10,2238,6,0,1,1,23,21,0,1,1,0,9,1,0,0
23,141,1,1,1,2205,1,0,1,1,23,63,0,1,1,0,0,1,99,0
24,31,1,2,1,212,4,0,1,0,23,996,0,2,0,0,0,0,0,0
24,59,1,1,1,1846,5,0,1,0,23,996,0,1,0,0,0,0,99,0
24,102,1,1,1,1330,4,0,1,0,23,995,0,1,1,0,0,0,0,0
24,120,1,1,1,2106,3,0,1,0,23,140,0,1,0,0,9,1,0,0
24,168,1,1,10,1753,2,0,1,0,23,130,0,1,1,0,9,1,0,0
24,168,1,2,10,1753,2,0,1,0,23,996,0,2,1,0,9,1,0,0
24,168,1,3,10,1753,2,0,1,0,23,270,0,1,1,0,9,1,0,0
24,168,1,4,10,1753,2,0,1,0,23,996,0,2,1,0,9,1,0,0
24,169,1,1,1,2329,6,0,1,0,23,996,0,1,1,0,0,0,0,0
24,170,1,3,1,2350,7,0,1,1,23,996,0,1,1,0,9,1,93,0
24,185,2,1,1,1902,1,0,1,0,23,995,0,1,1,0,0,0,0,0
24,185,2,2,1,1902,1,0,1,0,23,0,0,1,1,0,0,0,0,0
24,199,1,2,1,201,2,0,1,0,23,996,0,2,1,0,0,1,0,0
24,250,1,2,10,1905,3,0,1,0,23,0,0,2,1,0,99,1,99,0
24,250,1,3,10,1905,3,0,1,0,23,996,0,1,1,0,99,1,99,0
24,263,2,3,1,1752,3,0,1,0,23,996,0,1,0,0,0,0,0,0
24,268,1,1,1,120,6,0,1,1,23,140,0,1,1,0,99,1,19,0
24,268,1,2,1,120,6,0,1,1,23,996,0,1,1,0,99,1,19,0
24,273,2,1,10,2138,4,0,2,0,23,996,0,1,0,0,0,0,0,0
24,280,1,1,1,438,1,0,2,0,23,130,0,1,1,0,0,1,99,0
24,322,1,1,1,257,6,0,1,1,23,150,0,1,1,0,98,1,99,0
24,330,1,1,1,2022,4,0,1,0,23,0,0,2,1,0,99,0,99,0
24,390,1,2,1,535,7,0,1,0,23,996,0,2,1,0,0,1,0,0
24,414,1,1,1,1420,5,0,1,0,23,0,0,1,0,0,0,0,0,0
24,417,1,1,1,2148,2,0,1,1,23,310,0,1,1,0,99,1,99,0
24,442,1,1,1,1854,7,0,1,0,23,996,0,2,0,0,0,0,0,0
24,459,1,1,1,903,6,0,1,0,23,995,0,1,0,0,0,0,0,0
25,10,2,2,2,1340,7,0,1,1,23,996,0,1,0,6,98,0,0,0
25,18,3,1,10,1236,5,0,1,0,23,995,0,1,0,3,98,0,0,0
25,26,1,1,1,2226,1,0,1,0,23,110,0,2,1,0,98,1,99,0
25,72,1,1,1,2200,6,0,1,0,23,995,0,1,0,0,99,0,99,99
25,73,1,1,1,1620,1,0,1,0,23,995,0,1,0,0,98,0,17,0
25,74,1,1,4,1300,5,0,1,0,23,995,0,2,0,0,98,0,99,0
25,133,1,1,1,5,7,0,1,1,23,0,0,1,1,0,98,0,0,0
25,156,2,1,1,1042,1,0,1,0,23,995,0,2,0,0,98,0,99,0
25,157,1,2,10,2109,4,0,1,1,23,0,600,2,1,0,98,0,0,0
25,162,2,1,10,203,7,0,1,1,23,180,605,1,1,0,10,1,99,0
25,169,1,1,10,304,1,0,1,0,23,999,0,1,1,0,98,0,99,0
25,208,1,5,1,645,4,0,1,1,23,0,0,1,1,0,98,0,96,0
25,234,1,1,1,2208,2,0,1,1,23,0,0,2,1,0,98,0,99,0
25,240,1,1,99,1830,6,0,1,1,23,0,0,1,1,0,98,0,99,0
25,254,1,4,10,248,2,0,2,1,23,996,0,2,2,0,9,1,0,0
25,275,2,1,10,1833,4,0,1,0,23,999,0,1,0,0,98,0,0,0
25,295,1,1,1,12,5,0,1,1,23,40,0,1,1,0,10,1,0,0
26,19,1,2,10,53,1,0,2,1,23,996,0,2,2,0,99,1,0,0
26,28,1,1,1,1550,7,0,1,0,23,996,0,1,0,0,98,0,0,0
26,30,1,1,10,1758,3,0,1,0,23,0,0,1,1,0,0,0,0,0
26,66,1,1,1,2250,3,0,1,0,23,0,0,2,0,0,0,0,0,0
26,79,3,1,4,1503,3,0,1,1,23,0,0,1,0,0,0,0,0,0
26,103,2,1,1,1,6,0,1,0,23,178,407,1,1,0,0,1,0,0
26,113,1,2,1,1309,4,0,1,0,23,996,0,1,1,0,98,0,92,0
26,122,1,1,99,200,6,0,1,0,23,996,0,1,1,0,9,0,0,0
26,132,1,2,1,230,5,0,1,0,23,996,0,2,0,0,99,0,99,0
26,143,2,1,10,141,7,0,1,0,23,995,0,1,1,0,99,0,99,0
26,176,2,1,1,1908,6,0,1,0,23,996,0,2,1,0,0,0,0,0
26,182,1,2,10,320,7,0,1,1,23,996,0,1,1,0,9,1,0,0
26,185,2,1,10,9,1,0,1,0,23,0,0,1,1,0,99,0,99,0
26,257,1,2,1,2138,1,0,1,1,23,996,0,1,1,0,9,1,0,0
26,295,2,1,1,2156,6,0,1,1,23,90,0,1,1,0,99,1,99,0
26,301,1,1,1,147,7,0,2,1,23,996,0,1,2,0,9,1,0,0
26,310,2,1,1,1859,2,0,1,0,23,997,0,1,1,0,0,0,0,0
26,317,1,1,1,2300,5,0,1,0,23,0,0,1,0,0,0,0,1,0
26,327,1,1,10,605,2,0,2,0,23,996,0,1,2,0,9,0,0,0
26,331,1,3,1,452,1,0,1,0,23,996,0,2,0,0,9,1,0,0
26,436,2,1,1,1634,5,0,1,0,23,996,0,2,0,0,0,0,0,0
26,438,1,1,1,740,6,0,1,0,23,0,0,1,1,0,99,0,0,0
26,452,2,1,1,1037,7,0,1,1,23,996,0,1,1,0,99,0,99,0
26,460,3,2,1,1103,7,0,1,0,23,996,0,2,0,0,0,0,0,0
26,515,1,1,1,1321,7,0,1,1,23,997,0,1,1,0,9,1,0,0
26,530,2,1,1,549,3,0,1,0,23,996,0,1,1,0,0,0,0,0
26,533,1,1,1,20,1,0,1,1,23,230,0,1,0,0,9,1,0,0
26,537,1,2,10,409,7,0,1,0,23,996,0,1,1,0,9,1,0,0
26,558,1,2,1,2105,2,0,1,0,23,996,0,1,0,0,9,0,0,0
26,622,1,1,1,1736,1,0,1,1,23,995,0,1,1,0,99,0,0,0
26,629,1,2,1,230,1,0,1,0,23,996,0,1,1,0,99,1,99,0
26,632,1,2,1,206,1,0,1,0,23,996,0,2,1,0,9,1,0,0
26,642,2,1,1,1500,3,0,1,0,23,996,0,2,0,0,0,0,0,0
26,646,2,1,1,1438,3,0,1,0,23,0,0,1,0,0,0,0,0,0
26,683,1,1,1,2104,1,0,1,1,23,281,0,1,1,0,99,1,0,0
26,711,2,2,10,1830,7,0,1,0,23,996,0,2,1,0,99,0,0,0
26,720,1,1,10,700,7,0,1,1,23,0,0,2,1,0,99,0,99,0
26,746,1,2,2,520,3,0,1,0,23,996,0,1,0,0,0,0,0,0
26,776,1,1,4,1620,7,0,1,1,23,995,0,1,1,0,0,0,0,0
26,823,2,1,2,2103,6,0,1,0,23,179,0,2,0,99,98,1,0,0
26,828,1,1,1,55,7,0,1,0,23,996,0,1,1,0,0,0,0,0
26,852,1,1,1,1759,3,0,1,0,23,996,0,2,1,0,0,0,92,0
26,882,1,1,10,1637,6,0,1,1,23,94,0,1,1,0,99,1,99,0
26,885,1,1,2,829,2,0,1,0,23,0,0,2,0,0,0,0,0,0
26,891,4,1,2,2221,7,0,1,0,23,996,0,1,0,0,0,0,0,0
26,891,4,2,2,2221,7,0,1,0,23,996,0,1,0,0,0,0,0,0
26,911,8,1,4,915,6,0,1,1,23,996,0,2,0,0,99,0,99,1
26,911,14,1,4,915,6,0,1,1,23,996,0,2,0,99,99,0,99,1
26,911,41,2,4,915,6,0,1,1,23,996,0,2,0,0,99,0,99,1
26,915,2,1,10,1928,3,0,1,0,23,996,0,2,0,0,0,0,99,0
27,26,2,1,10,823,4,0,1,1,23,995,0,1,1,0,99,0,0,0
27,35,2,1,4,932,3,0,1,1,23,996,0,2,0,0,0,0,0,0
27,43,1,2,1,2039,6,0,2,0,23,0,0,2,2,0,99,1,99,99
27,46,1,1,1,314,1,0,1,0,23,182,0,1,1,0,99,1,0,0
27,53,1,1,10,1947,6,0,1,0,23,0,0,1,1,0,99,0,17,0
27,67,1,1,1,1833,2,0,1,0,23,37,0,1,1,0,99,1,0,99
27,72,1,1,1,1926,6,0,1,1,23,0,0,2,1,0,99,1,0,0
27,72,1,2,1,1926,6,0,1,1,23,996,0,1,1,0,99,1,0,0
27,76,1,5,1,503,3,0,1,0,23,996,0,1,1,6,99,0,0,0
27,77,1,1,1,1203,4,0,1,1,23,0,0,1,1,0,99,0,99,0
27,98,1,1,10,1255,6,0,1,0,23,996,0,1,0,6,0,0,1,0
27,195,2,1,10,519,7,0,1,0,23,178,0,2,0,0,9,1,0,0
27,207,1,1,1,1815,2,0,1,1,23,210,0,1,1,0,9,1,99,0
27,223,1,1,1,1740,2,0,1,0,23,0,417,1,1,0,99,0,17,0
27,256,1,1,1,305,1,0,1,0,23,40,0,2,0,0,99,1,96,0
27,283,2,2,10,2314,2,0,2,0,23,995,0,1,2,0,99,1,99,0
27,297,1,2,1,1847,5,0,1,0,23,996,0,1,0,0,0,0,0,0
27,297,2,2,1,1847,5,0,1,0,23,0,0,1,1,6,0,0,0,0
27,315,1,2,1,1521,1,0,2,0,23,0,0,2,2,0,99,0,96,0
27,322,2,1,1,2210,6,0,1,1,23,0,0,2,1,0,0,0,0,0
27,361,1,1,4,1104,4,0,1,1,23,0,0,2,1,0,0,0,99,0
28,28,1,1,5,2119,1,0,1,0,23,996,0,1,0,0,0,0,96,0
28,59,1,1,1,1040,5,0,1,0,23,996,0,1,1,0,0,0,96,0
28,82,1,1,10,2110,6,0,1,0,23,996,0,2,0,0,0,0,96,0
28,147,1,1,1,848,6,0,1,0,23,996,0,1,0,6,0,0,96,0
28,151,3,1,1,820,2,0,1,0,23,996,0,2,0,0,0,0,96,0
28,230,2,2,1,618,5,0,1,0,23,996,0,1,1,0,0,0,96,0
28,281,1,2,1,139,2,0,1,1,23,996,0,1,1,0,99,0,96,0
28,282,1,1,1,655,2,0,2,0,23,997,0,1,1,0,99,0,96,0
28,301,2,1,10,650,5,0,1,0,23,996,0,2,0,0,0,0,96,0
28,308,1,1,1,1412,1,0,1,0,23,996,0,1,0,0,0,0,96,0
28,317,1,1,1,1915,2,0,1,0,23,999,0,1,1,0,99,0,96,0
28,406,2,3,1,700,3,0,2,0,23,996,0,2,2,0,99,0,96,0
28,455,2,2,1,2323,6,0,1,0,23,996,0,2,0,0,0,0,96,0
28,456,1,1,1,1608,7,0,1,0,23,996,0,1,1,0,0,0,96,0
28,471,1,2,2,335,1,0,3,1,23,996,0,1,0,6,99,0,96,0
28,495,1,4,1,232,3,0,1,0,23,996,0,2,1,0,0,0,96,0
28,562,1,2,10,2255,4,0,1,1,23,996,0,1,1,0,0,0,96,0
28,569,1,1,1,2221,2,0,1,0,23,996,0,1,0,0,0,0,96,0
28,584,1,2,1,150,4,0,1,1,23,996,0,2,1,0,9,1,96,0
29,38,1,1,8,530,5,0,1,0,23,0,0,1,0,6,98,0,0,0
29,42,1,1,1,817,3,0,1,1,23,104,0,1,1,0,98,1,0,0
29,50,1,1,1,1247,4,0,1,1,23,0,0,2,1,0,98,0,0,0
29,60,1,1,1,154,7,0,1,1,23,286,0,1,1,0,98,1,0,0
29,76,1,1,1,2211,3,0,1,0,23,0,0,2,0,0,98,0,0,0
29,94,2,2,8,7,5,0,1,0,23,996,0,1,0,6,0,0,0,0
29,100,1,1,10,59,7,0,1,1,23,342,0,1,1,0,98,1,0,0
29,142,1,1,10,1849,4,0,1,1,23,35,0,1,1,0,98,1,0,0
29,166,1,2,1,1825,5,0,1,1,23,259,0,1,1,0,9,1,0,0
29,208,2,1,1,1825,5,0,1,0,23,0,0,2,0,0,98,0,0,0
29,218,1,1,1,2300,1,0,1,0,23,996,0,2,0,0,98,0,3,0
29,238,1,1,1,1030,6,0,1,1,23,0,0,1,1,0,98,0,0,99
29,243,1,1,1,59,5,0,1,1,23,250,0,1,1,0,98,1,0,0
29,251,1,2,2,325,7,0,1,1,23,170,0,2,1,1,98,1,0,0
29,285,1,1,1,2153,1,0,1,0,23,0,0,1,0,0,98,0,0,0
29,287,1,1,1,1348,4,0,1,0,23,0,0,1,0,6,98,0,0,0
29,304,1,3,1,2353,1,0,1,1,23,996,0,1,0,0,98,1,0,0
29,313,1,2,10,1900,6,0,1,1,23,996,0,2,1,0,98,0,0,0
29,406,2,2,1,1615,2,0,2,0,23,996,0,2,0,0,98,0,0,0
29,424,1,2,98,2144,2,0,1,0,23,996,0,1,0,0,98,0,0,0
29,424,3,1,98,2144,2,0,1,0,23,0,0,1,1,0,0,0,0,0
29,478,1,2,1,1626,6,0,1,1,23,996,0,2,1,0,98,0,0,0
29,480,2,1,1,2315,4,0,1,1,23,996,0,1,1,0,0,0,0,0
29,483,1,2,1,2315,7,0,1,1,23,144,0,2,1,0,98,1,0,0
29,593,1,1,1,24,4,0,1,1,23,303,0,2,1,0,98,1,0,99
29,610,1,5,1,252,7,0,1,1,23,996,0,2,1,0,98,0,0,0
29,643,3,2,2,915,3,0,2,1,23,996,0,1,0,0,0,0,0,0
29,648,3,1,1,754,4,0,1,0,23,996,0,2,0,0,98,0,0,0
29,698,1,1,1,406,2,0,1,1,23,0,0,1,1,6,2,0,0,0
29,701,2,2,1,1105,6,0,2,0,23,996,0,1,2,0,98,0,0,0
29,753,1,1,1,1542,5,0,1,0,23,996,0,1,0,0,98,0,0,0
29,765,2,2,1,1725,2,0,1,0,23,996,0,1,0,0,98,0,0,0
29,785,1,1,10,446,6,0,1,0,23,290,0,1,1,0,99,1,0,0
29,792,2,2,1,350,1,0,2,1,23,996,0,1,0,0,98,0,0,99
29,810,1,1,1,2015,7,0,1,0,23,996,0,2,0,0,98,0,99,0
30,19,2,1,6,1458,7,0,1,1,23,996,0,1,0,0,0,0,0,1
30,42,1,1,1,300,6,0,1,1,23,134,417,2,1,0,9,1,99,0
30,43,1,1,1,1718,6,0,1,0,23,0,0,2,1,0,0,0,0,0
30,51,1,1,1,1515,7,0,1,1,23,143,0,1,0,0,0,1,99,0
30,58,2,2,1,1455,2,0,2,0,23,996,0,1,1,0,0,0,1,0
30,129,2,1,1,410,7,0,2,1,23,0,0,2,2,0,0,1,0,0
30,129,2,3,1,410,7,0,2,1,23,996,0,2,2,0,0,1,0,0
30,133,2,1,1,1328,2,0,1,0,23,0,0,2,1,0,99,0,99,0
30,136,1,1,1,2000,1,0,1,0,23,0,0,2,0,0,0,0,0,0
30,178,1,1,10,30,2,0,1,0,23,177,0,1,1,0,9,1,0,0
30,179,1,1,2,1601,2,0,1,0,23,996,0,1,1,0,0,0,0,0
